Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
"dengar anak belasan tahun bicara tentang banyak TUHAN, ada TUHAN orang islam,TUHAN orang kristen,TUHAN orang budha,TUHAN orang hindu,TUHAN orang kejawen,cuma TUHAN orang (nit...aku sensor)katanya yng suka menghukum,membedakan.CERDAS ANAK INI KUPIKIR'",0,0,81,dengar anak belasan tahun bicara tentang banyak tuhan ada tuhan orang islam tuhan orang kristen tuhan orang budha tuhan orang hindu tuhan orang kejawen cuma tuhan orang nit aku sensor katanya yng suka menghukum membedakan cerdas anak ini kupikir ,dengar anak belasan bicara tuhan tuhan orang islam tuhan orang kristen tuhan orang buddha tuhan orang hindu tuhan orang kejawen tuhan orang nit sensor suka menghukum membedakan cerdas anak pikir,194
"Sesaat lagi, saksikan panasnya DEBAT PUBLIK tujuh pasangan calon Bupati dan Wakil Bupati Pilkada Aceh Selatan 2018 dipandu oleh USER mulai pukul 14.00 WIB LIVE dan EKSKLUSIF hanya di iNews. #PilkadaAcehSelatan2018",0,0,148,sesaat lagi saksikan panasnya debat publik tujuh pasangan calon bupati dan wakil bupati pilkada aceh selatan 2018 dipandu oleh mulai pukul 14 00 wib live dan eksklusif hanya di inews pilkadaacehselatan2018,saksikan panasnya debat publik tujuh pasangan calon bupati wakil bupati pilihan kepala daerah aceh selatan 2018 dipandu 14 00 indonesia barat live eksklusif inews pilihan kepala daerah aceh selatan 2018,202
"#jalanjalansiang bagai rumah bawah ranah yang indah, seorang pendiam dan culun walau dengan bakar besar USER'",0,0,110, jalanjalansiang bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar ,jalan jalan siang rumah ranah indah pendiam culun bakar,55
Jokowi Harap Bandara Kertajati Dongkrak Ekonomi Jawa Barat;,0,0,247,jokowi harap bandara ke ajati dongkrak ekonomi jawa barat ,jokowi harap bandara ajati dongkrak ekonomi jawa barat,54
"USER USER USER \xc3\x99dah ga ad yng bisa di percaya lagi,yng anti aseng..'",0,0,31, xc3 x99dah ga ad yng bisa di percaya lagi yng anti aseng ,x99dah percaya anti asing,25
"Lidah Buaya, Lidah Mertua, Gelombang Cinta..\n\nYa, tanaman hias adalah sarana curhat favorit botanist trubus mania'",0,0,259,lidah buaya lidah me ua gelombang cinta n nya tanaman hias adalah sarana curhat favorit botanist trubus mania ,lidah buaya lidah me ua gelombang cinta tanaman hias sarana curhat favorit botanist terubus mania,97
Gambar masakan tayahla pki filter doo. Asam pedas pn da nmpk mcm curry \xf0\x9f\x98\x85 . Nasib baik aku bc caption \xf0\x9f\x98\xa3',0,0,114,gambar masakan tayahla pki filter doo asam pedas pn da nmpk mcm curry xf0 x9f x98 x85 nasib baik aku bc caption xf0 x9f x98 xa3 ,gambar masakan tayahla partai komunis indonesia filter doo asam pedas pengadilan negeri curry nasib baca caption,112
"USER Astaga, kejam sekali tuduhannya.\n\n""Ahahaha, tidak begitu Yang Mulia. Saya benar-benar terjebak di dalam Avalon.""\n\nIngin nangis melihat Arturia jadi terlalu curiga begini kepadanya. Hiks hiks.'",0,0,109, astaga kejam sekali tuduhannya n n ahahaha tidak begitu yang mulia saya benar benar terjebak di dalam avalon n ningin nangis melihat a uria jadi terlalu curiga begini kepadanya hiks hiks ,astaga kejam tuduhannya haha mulia terjebak avalon menangis a uria curiga hiks hiks,83
"""Barangsiapa mengenal dirinya, maka ia akan sibuk memperbaikinya dengan tidak memerdulikan cacat dan aib orang lain.""\n\n- Habib Luthfi bin Yahya -'",0,0,187, barangsiapa mengenal dirinya maka ia akan sibuk memperbaikinya dengan tidak memerdulikan cacat dan aib orang lain n n habib luthfi bin yahya ,barang mengenal sibuk memperbaikinya memedulikan cacat aib orang habib luthfi bin yahya,87
USER Mau aku pamerin jg gk group chat aku sama anak2 cina???:)',0,0,125, mau aku pamerin jg gk group chat aku sama anak2 cina ,memamerkan grup chat anak anak cina,35
"USER Langsung ditampakkan oleh Alloh Subhanahu Wata'ala secara kontan om. Padahal Alloh Subhanahu Wata'ala melarang kita untuk berputus asa. Malah bangsa Kafir yang lebih paham mengenai hal itu""",0,0,254, langsung ditampakkan oleh alloh subhanahu wata ala secara kontan om padahal alloh subhanahu wata ala melarang kita untuk berputus asa malah bangsa kafir yang lebih paham mengenai hal itu ,langsung ditampakkan allah subhanahu wata ala kontan om allah subhanahu wata ala melarang berputus asa bangsa kafir paham,121
Terkadang jatuh cinta itu bisu. Hanya bicara pada secarik puisi yang sembunyi. Di balik makna yang akan dikenangnya sendiri.',0,0,173,terkadang jatuh cinta itu bisu hanya bicara pada secarik puisi yang sembunyi di balik makna yang akan dikenangnya sendiri ,terkadang jatuh cinta bisu bicara secarik puisi sembunyi makna dikenangnya,74
"USER USER Sakedap, teh..\nPagi2 ini baru nyadar..\nBerarti bisa dibilang sayap kiri Israel lebih pro perdamaian dgn Palestina, dibanding sayap kanan?\nPadahal katanya mah, makin ke kanan itu lebih agamais, makin kiri lebih komunis? \xf0\",0,0,55, sakedap teh npagi2 ini baru nyadar nbera i bisa dibilang sayap kiri israel lebih pro perdamaian dgn palestina dibanding sayap kanan npadahal katanya mah makin ke kanan itu lebih agamais makin kiri lebih komunis xf0 ,sebentar teh pagi pagi menyadari nbera i dibilang sayap kiri israel pro perdamaian palestina dibanding sayap kanan kanan agamais kiri komunis,141
"10 tahun SBY ga berani nutup Alexis; 3,5 tahun jokowi ga berani nutup Alexis; ; harus Gubernur indonesia juga yg turun tangan..; Pilihan Prabowo , mantap...",0,0,39,10 tahun sby ga berani nutup alexis 3 5 tahun jokowi ga berani nutup alexis harus gubernur indonesia juga yg turun tangan pilihan prabowo mantap ,10 susilo bambang yudhoyono berani menutup alexis 3 5 jokowi berani menutup alexis gubernur indonesia turun tangan pilihan prabowo mantap,137
"Mereka yg berteriak dan mnakuti rakyat dgn mnyebut presiden lama bisa jd 2 periode kalau lawannya prabowo, itu bs d pastikan mereka adlh agen ganda..; Mereka dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung dan terpecah suaranya,..",0,0,48,mereka yg be eriak dan mnakuti rakyat dgn mnyebut presiden lama bisa jd 2 periode kalau lawannya prabowo itu bs d pastikan mereka adlh agen ganda mereka dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung dan terpecah suaranya ,be eriak menakuti rakyat menyebut presiden 2 periode lawannya prabowo pastikan agen ganda dibayar mempromosikan tokoh rakyat bingung terpecah suaranya,150
"USER USER USER USER USER USER USER USER USER USER USER Itu yang disalami Jokowi kok kaya Ferdinan antek SBY, ya ? USER USER USER",0,0,64, itu yang disalami jokowi kok kaya ferdinan antek sby ya ,disalami jokowi kayak ferdinan antek susilo bambang yudhoyono,61
ð???ð???ð???tak berambisi? Mimin bisa aja judulnya ih,0,0,118, tak berambisi mimin bisa aja judulnya ih,berambisi admin judulnya ih,27
"USER 2019 ini saat terbaik utk merebut kembali kedaulatan dari asing aseng proxy, smg para tokoh &amp; pendukungnya tdk skdr pentingkan egonya.\nArah pecah belah suara menuju poros ke 3 , saling klaim kelayakan diri sungguh hal yg menguntungkan inc",0,0,94, 2019 ini saat terbaik utk merebut kembali kedaulatan dari asing aseng proxy smg para tokoh amp pendukungnya tdk skdr pentingkan egonya narah pecah belah suara menuju poros ke 3 saling klaim kelayakan diri sungguh hal yg menguntungkan inc,2019 terbaik merebut kedaulatan asing asing proxy semoga tokoh amp pendukungnya pentingkan egonya arah pecah belah suara poros 3 klaim kelayakan sungguh menguntungkan incorporate,178
Orang cuma main bola dihubungkan ama agama; Bzz,0,0,134,orang cuma main bola dihubungkan ama agama bzz,orang main bola dihubungkan agama hem,37
Kesatuan dalam gereja Katolik bersifat dinamis. Selaras dalam perbedaan dan mengikuti sikon dan perkembangan zaman. Salah satu manifestasinya adalah dispensasi untuk kawin campur (pasangan Katolik dan Non Katolik).',0,0,95,kesatuan dalam gereja katolik bersifat dinamis selaras dalam perbedaan dan mengikuti sikon dan perkembangan zaman salah satu manifestasinya adalah dispensasi untuk kawin campur pasangan katolik dan non katolik ,kesatuan gereja katolik bersifat dinamis selaras perbedaan mengikuti situasi kondisi perkembangan zaman salah manifestasinya dispensasi kawin campur pasangan katolik non katolik,177
"USER USER Kalau tdk diambil dibilang tdk bisa nasionalisasi asset, antek asing. Kalau diambil pakai nama pribadi dan keluarga patut kita curigai dan nanya uang darimana, Tapi dengan tweet ini saya jadi sadar betapa pintarnya pemerintahan di",0,0,110, kalau tdk diambil dibilang tdk bisa nasionalisasi asset antek asing kalau diambil pakai nama pribadi dan keluarga patut kita curigai dan nanya uang darimana tapi dengan tweet ini saya jadi sadar betapa pintarnya pemerintahan di,diambil dibilang nasionalisasi aset antek asing diambil pakai nama pribadi keluarga patut curigai uang twit sadar betapa pintarnya pemerintahan,143
"Mendengar jawaban itu,Ibnul mubarak dalam dianya selalu memohon demikian,"" Ya Allah, tunjukilah ia dalam islam."" Dan beberapa saat kemudian ,si Yahudi itupun, dengan izin Allah,akhirnya masuk islam.'",0,0,169,mendengar jawaban itu ibnul mubarak dalam dianya selalu memohon demikian ya allah tunjukilah ia dalam islam dan beberapa saat kemudian si yahudi itupun dengan izin allah akhirnya masuk islam ,mendengar ibnul mubarak dianya memohon allah tunjukanlah islam yahudi itupun izin allah masuk islam,99
"USER USER sejauh yang saya baca dari artikel di internet, hanya jumlah lembar nya saja yang berbeda, untuk menandai kebutuhan masing masing orang, kalau sering ke luar negri ya pake 48, kalo gak sering ya 24, dan beberapa negara tetangga",0,0,43, sejauh yang saya baca dari a ikel di internet hanya jumlah lembar nya saja yang berbeda untuk menandai kebutuhan masing masing orang kalau sering ke luar negri ya pake 48 kalo gak sering ya 24 dan beberapa negara tetangga,baca a ikel internet lembar berbeda menandai kebutuhan orang negeri pakai 48 24 negara tetangga,95
"Bahkan etnic uyhgur dipaksa tinggalkan budaya uyghur menjadi etnic han, jelas ini kekonyolan, mana bisa orang dari suku apa dipaksa pindah suku. Bahkan tragisnya banyak warga uyghur jadi korban penjualan organ tubuh; ; Dieksekusi--setelaj sebelumnya dicap",0,0,49,bahkan etnic uyhgur dipaksa tinggalkan budaya uyghur menjadi etnic han jelas ini kekonyolan mana bisa orang dari suku apa dipaksa pindah suku bahkan tragisnya banyak warga uyghur jadi korban penjualan organ tubuh dieksekusi setelaj sebelumnya dicap,etnic ai dipaksa tinggalkan budaya ai etnic han kekonyolan orang suku dipaksa pindah suku tragisnya warga ai korban penjualan organ tubuh dieksekusi dicap,154
"USER aku cuma sekali aja tau dosen ilmu budaya tapi sudah sepuh. pengen gitu ketemu, penasaran #mb",0,0,114, aku cuma sekali aja tau dosen ilmu budaya tapi sudah sepuh pengen gitu ketemu penasaran mb,tau dosen ilmu budaya sepuh ketemu penasaran mb,47
"USER USER Isu 98 udah nongol, bentar lg isu PKI \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,141, isu 98 udah nongol bentar lg isu pki xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,isu 98 nongol bentar isu partai komunis indonesia,49
USER Amanat dari 119 ribu ulama by name dan by address. Kalau ada yg bilang Cak Imin ambisius itu ngopinya kurang jauh..ð???,0,0,140, amanat dari 119 ribu ulama by name dan by address kalau ada yg bilang cak imin ambisius itu ngopinya kurang jauh ,amanat 119 ribu ulama by nama by address bilang cak imin ambisius mengopinya,76
tempat sesat cari jalan mau pgi maktab gaya \xf0\x9f\x98\x82 jln shortcut situ tapi ditutup sebab construction nya ni \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 HAMBAR GILA U TURN U TURN SINI \xf0\x9f\x98\x86\xf0\x9f\x92\x94 URL,0,0,101,tempat sesat cari jalan mau pgi maktab gaya xf0 x9f x98 x82 jln sho cut situ tapi ditutup sebab construction nya ni xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 hambar gila u turn u turn sini xf0 x9f x98 x86 xf0 x9f x92 x94 url,sesat cari jalan pagi maktab gaya jalan sho cut situ ditutup konstruksi hambar gila turn turn,93
"Ikuti USER untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,0,47,ikuti untuk mengetahui informasi terkini mengenai ekonomi keuangan perbankan investasi saham di indonesia dan dunia hari ini,ikuti informasi terkini ekonomi keuangan perbankan investasi saham indonesia dunia,82
"Produksi Indonesia, ini pak Presiden Joko Widodo! Semua ritel dan mall seharusnya pindah ke plastik kayak gini! ; ; Saya pilih belanja di Super**** karena dia punya aksi2 lingkungan dan 3R. Setiap...",0,0,130,produksi indonesia ini pak presiden joko widodo semua ritel dan mall seharusnya pindah ke plastik kayak gini saya pilih belanja di super karena dia punya aksi2 lingkungan dan 3r setiap ,produksi indonesia presiden joko widodo ritel mal pindah plastik kayak pilih belanja super aksi aksi lingkungan 3r,114
USER USER Kne jaga hati pemimpin kafir harbi kau ka??',0,0,246, kne jaga hati pemimpin kafir harbi kau ka ,kne jaga hati pemimpin kafir harbi kakak,40
"USER Guru Nanak mengajarkan spiritualitas--sesuatu yg sifatnya universal dan krnnya ada dlm ajaran Islam, Hindu, dsb. Seperti kebanyakan penduduk peradaban Sindhu/Hindu sjk dulu, beliau bisa menerima semua jalan. Krn itu beliau memanggil-Nya Allah",0,0,250, guru nanak mengajarkan spiritualitas sesuatu yg sifatnya universal dan krnnya ada dlm ajaran islam hindu dsb sepe i kebanyakan penduduk peradaban sindhu hindu sjk dulu beliau bisa menerima semua jalan krn itu beliau memanggil nya allah,guru anak mengajarkan spiritualitas sifatnya universal ajaran islam hindu sepe i kebanyakan penduduk peradaban sindhu hindu beliau menerima jalan beliau memanggil allah,168
"Seulgi bilang gak punya mata barat (yang ada kelopak), matanya ketimuran style banget (yang sipit) dan Seulgi pikir itulah poin yang paling menarik bagi dia.'",0,0,29,seulgi bilang gak punya mata barat yang ada kelopak matanya ketimuran style banget yang sipit dan seulgi pikir itulah poin yang paling menarik bagi dia ,seulgi bilang mata barat kelopak matanya ketimuran gaya banget sipit seulgi pikir poin menarik,94
DR BAMBANG NOORSENA - AJARAN KRISTEN YANG SERING DISALAHPAHAMI OLEH AGAMA LAIN - KHOTBAH KRISTEN:,0,0,87,dr bambang noorsena ajaran kristen yang sering disalahpahami oleh agama lain khotbah kristen ,bambang noorsena ajaran kristen disalahpahami agama khotbah kristen,67
Pada akhirnya yang asing akan kembali asing',0,0,41,pada akhirnya yang asing akan kembali asing ,asing asing,11
Mungkin mereka (sumbu pendek) lelah pak ð???,0,0,185,mungkin mereka sumbu pendek lelah pak ,sumbu pendek lelah,18
Allahu Akbar! Jokowi Akan Kenalkan Islam Moderat di KTT Ulama dan Cendekiawan Muslim Dunia,0,0,47,allahu akbar jokowi akan kenalkan islam moderat di ktt ulama dan cendekiawan muslim dunia,allahu akbar jokowi kenalkan islam moderat konferensi tingkat ulama cendekiawan muslim dunia,92
"RT USER: ""Wahai orang-orang yang beriman! Masuklah ke dalam Islam secara keseluruhan, dan janganlah kamu ikuti langkah setan"" (QS\xe2\x80\xa6'",0,0,58, wahai orang orang yang beriman masuklah ke dalam islam secara keseluruhan dan janganlah kamu ikuti langkah setan qs xe2 x80 xa6 ,orang orang beriman masuklah islam ikuti langkah setan qs,57
"Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018",0,0,95,pada sabtu 21 4 2018 pagi masyarakat adat baduy akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kp3b di curug kota serang sebabaduy2018,sabtu 21 4 2018 pagi masyarakat adat badui melanjutkan perjalanan kantor gubernur banten kawasan pusat pemerintahan provinsi banten kawasan pusat pemerintahan provinsi banten curug kota serang seba baduy 2018,208
semoga istiqomah \xf0\x9f\x91\x8d #nikitamirzani Banyak orang soleh di malam hari dan menjadi kafir di pagi hari begitupin sebaliknya.menjadi istiqomah itu perjuangan dan hidayah Alloh itu Rahasia semua makhluk berhak mendapatkannya .',0,0,171,semoga istiqomah xf0 x9f x91 x8d nikitamirzani banyak orang soleh di malam hari dan menjadi kafir di pagi hari begitupin sebaliknya menjadi istiqomah itu perjuangan dan hidayah alloh itu rahasia semua makhluk berhak mendapatkannya ,semoga istikamah nikita mirzani orang saleh malam kafir pagi istikamah perjuangan hidayah allah rahasia makhluk berhak mendapatkannya,133
"Lebih baik dibenci, namun menjadi diri sendiri. daripada menjadi munafik untuk di sukai orang'",0,0,140,lebih baik dibenci namun menjadi diri sendiri daripada menjadi munafik untuk di sukai orang ,dibenci munafik sukai orang,27
"''Pao An Tui adalah sisi kelam masyarakat Cina di era awal kemerdekaan Indonesia..!\xe2\x80\x99\xe2\x80\x99pernyataan ini ditegaskan mantan wartawan senior Republika""",0,0,229, pao an tui adalah sisi kelam masyarakat cina di era awal kemerdekaan indonesia xe2 x80 x99 xe2 x80 x99pernyataan ini ditegaskan mantan wa awan senior republika ,pao an tui sisi kelam masyarakat cina era kemerdekaan indonesia x99pernyataan mantan wa awan senior republika,109
AB orangnya tidak sombong dan murah senyum,0,0,196,ab orangnya tidak sombong dan murah senyum,ab orangnya sombong murah senyum,32
Tetap semangat &amp; istiqomah bung USER,0,0,221,tetap semangat amp istiqomah bung ,semangat amp istikamah,22
"Kemudian ulangi pandangan(mu) sekali lagi (dan) sekali lagi, niscaya pandanganmu akan kembali kepadamu tanpa menemukan cacat dan ia (pandanganmu) dalam keadaan letih.'",0,0,122,kemudian ulangi pandangan mu sekali lagi dan sekali lagi niscaya pandanganmu akan kembali kepadamu tanpa menemukan cacat dan ia pandanganmu dalam keadaan letih ,ulangi pandangan mu niscaya pandanganmu kepadamu menemukan cacat pandanganmu letih,82
Udah lama gak on jadi asing sama TL.',0,0,206,udah lama gak on jadi asing sama tl ,on asing lini,13
"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",0,0,253, hah ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya n n punten mas di deket situ ada anjing saya enggak url,ha ari melongo mendengar ucapan orang meneriakinya punten mas situ anjing,73
"Hahaha logikanya..\nkontrak habis 2021\nMinta bantuan bank asing akuisisi sahamnya 51%\nKeluar asing masuk asing\ncoba legowo sampai kontrak habis, dapat 100% tanpa keluar duit sedikitpun\nntah lah ntah siapa yang bermain main'",0,0,72,hahaha logikanya nkontrak habis 2021 nminta bantuan bank asing akuisisi sahamnya 51 nkeluar asing masuk asing ncoba legowo sampai kontrak habis dapat 100 tanpa keluar duit sedikitpun nntah lah ntah siapa yang bermain main ,haha logikanya kontrak habis 2021 minat bantuan bank asing akuisisi sahamnya 51 asing masuk asing coba legowo kontrak habis 100 duit sedikitpun bermain main,156
