Tweet,HS,Abusive,Char_Length,Casefolding
"USER Bung Fadly, timbang kadar Iman seseorang pake apa, timbangan sayur? Jgn2 kadar iman pak TGB lbh tinggi dr fadly yg drg bawa bunga ke makam pendiri Sosialis Komunis?'",0,0,70, bung fadly timbang kadar iman seseorang pake apa timbangan sayur jgn2 kadar iman pak tgb lbh tinggi dr fadly yg drg bawa bunga ke makam pendiri sosialis komunis 
USER yang sampe Januari 1998 masih bilang Anti-Suharto gerakan Komunis yah?',0,0,113, yang sampe januari 1998 masih bilang anti suha o gerakan komunis yah 
Ustadz USER memang penggemar &amp; penggerak olah raga bersepeda di Bekasi. MantaPKS! #20TahunPKS #Asyik,0,0,103,ustadz memang penggemar amp penggerak olah raga bersepeda di bekasi mantapks 20tahunpks asyik
USER naek onta kapan nyampe nya\xf0\x9f\x98\xa5',0,0,238, naek onta kapan nyampe nya xf0 x9f x98 xa5 
"USER Kalau orang2 yang bawa bom ngaku cuma ""ngetes pak pol"" ... Boleh juga Kali ya pak..hehe, apa kabar pa Ronald'",0,0,24, kalau orang2 yang bawa bom ngaku cuma ngetes pak pol boleh juga kali ya pak hehe apa kabar pa ronald 
USER USER Akhlak mulia presiden USER kl bertemu kiai dan pinisepuh maka ia tak akan menggulung lengan kemejanya. Karena mereka memang sngat pantas dihormati.. .. *tabik,0,0,90, akhlak mulia presiden kl be emu kiai dan pinisepuh maka ia tak akan menggulung lengan kemejanya karena mereka memang sngat pantas dihormati tabik
"USER Aku ada kok.. di Kota Salatiga, Jawa Tengah. SMA Kristen 1 Salatiga'",0,0,56, aku ada kok di kota salatiga jawa tengah sma kristen 1 salatiga 
Ketua DPR Dorong Inspirasi Kreatif Pemerintah Sesuai BudayaÂ Pancasila,0,0,124,ketua dpr dorong inspirasi kreatif pemerintah sesuai budaya pancasila
"Gubernur Ahmad Heryawan mengukir sejarah. Bandara super megah ""Kertajati"" dibangun dengan biaya mandiri tanpa menggunakan APBN, murni dikelola oleh Pemprov #JawaBarat. Ini sejarah baru infrastruktur bagi Indonesia.;",0,0,180,gubernur ahmad heryawan mengukir sejarah bandara super megah ke ajati dibangun dengan biaya mandiri tanpa menggunakan apbn murni dikelola oleh pemprov jawabarat ini sejarah baru infrastruktur bagi indonesia 
"Kristen Nusantara bukanlah suatu aliran baru dalam kekristenan. Tapi suatu gerakan utk mencegah faham radikalisme di bumiNusantara. Sperti halnya NU. Jgn biarkan hanya NU pemain tunggal mencegah faham radikalisme di NKRi tercinta ini., kita juga mari ter",0,0,135,kristen nusantara bukanlah suatu aliran baru dalam kekristenan tapi suatu gerakan utk mencegah faham radikalisme di buminusantara spe i halnya nu jgn biarkan hanya nu pemain tunggal mencegah faham radikalisme di nkri tercinta ini kita juga mari ter
"&lt; bertanya-tanya, apa yang dirinya lakukan di kehidupan sebelumnya sampai-sampai harus bertemu dengan pria asing dan nenyebalkan ini? \n\nDi samping nada bicara sang teruna, Angie juga tidak senang dengan cara pria itu memanggilnya 'non'. Ia mengerti",0,0,42, lt be anya tanya apa yang dirinya lakukan di kehidupan sebelumnya sampai sampai harus be emu dengan pria asing dan nenyebalkan ini n ndi samping nada bicara sang teruna angie juga tidak senang dengan cara pria itu memanggilnya non ia menge i
"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER",0,0,67,waspada jateng indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada temuan panwas brebes ada 1 nkk dengan 946 anggota keluarga 
Bilang sama suami elo USER jangan cengeng suka blok orang oke. Katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen. Katanya liberal tapi kok partisan ngehek.,0,0,37,bilang sama suami elo jangan cengeng suka blok orang oke katanya politisi top mantan timses kafir penista agama tapi kok kelakuan cemen katanya liberal tapi kok pa isan ngehek 
Presiden Joko Widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan Proyek Strategis Nasional (PSN).â?¦â?¦,0,0,174,presiden joko widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan proyek strategis nasional psn 
USER ntar jatohnya musyrik tar ak masuk neraka:((,0,0,269, ntar jatohnya musyrik tar ak masuk neraka 
Mendampingi JOKOWI Di HARLAH PMII Di BANDUNG.. CAK IMIN Balik JAKARTA dengan PESAWAT KEPRESIDENAN BERSAMA PRESIDEN.. JOIN 2019; ; #CakIminTheNextWapres; #JOIN2019; ; USER USER; USER USER USER USER USER USER,0,0,249,mendampingi jokowi di harlah pmii di bandung cak imin balik jaka a dengan pesawat kepresidenan bersama presiden join 2019 cakiminthenextwapres join2019 
"USER Secara teknis dia baik mau balikin lu straight tapi cuma cara dia aja yg ga etis..gua bilang sama lu gimana sakitnya mantan ketika putus sama elu dia ada di jalur yg salah,hey bro gua ngalamin kok,setelah gua sama mantan gua putus,mantan gu",0,0,143, secara teknis dia baik mau balikin lu straight tapi cuma cara dia aja yg ga etis gua bilang sama lu gimana sakitnya mantan ketika putus sama elu dia ada di jalur yg salah hey bro gua ngalamin kok setelah gua sama mantan gua putus mantan gu
USER Jualab kaos nggk laku kembali ke isu pki. Duhh gimana bisa maju',0,0,210, jualab kaos nggk laku kembali ke isu pki duhh gimana bisa maju 
"Rela Antre, Ribuan Pelamar Berburu Lowongan Kerja di Gedung Smesco",0,0,107,rela antre ribuan pelamar berburu lowongan kerja di gedung smesco
USER Tapi perdebatan spt ini memang tidak dapat dihindari. Sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini: Apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak?',0,0,62, tapi perdebatan spt ini memang tidak dapat dihindari sejarah gereja pun mencatat perpecahan pe ama dalam gereja terjadi waktu konsili yerusalem karena hal ini apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak 
"USER Apa kabar Boss-boss partai yang dia dukung ya? \nMenteri\xe2\x82\x82 perempuan? Komunis? \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nMungkin dia belum makan, Pak.'",0,0,29, apa kabar boss boss pa ai yang dia dukung ya nmenteri xe2 x82 x82 perempuan komunis xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 n nmungkin dia belum makan pak 
USER Oii turo bom? Kajakkk',0,0,56, oii turo bom kajakkk 
"Inggrid Widjanarko Mengabdikan Hidup untuk Seni, Budaya danÂ Sosial",0,0,138,inggrid widjanarko mengabdikan hidup untuk seni budaya dan sosial
"USER Setahu saya prambanan adalah candi hindu. (kelompok candi dieng, candi ungaran gedong songo dll). Borobudur adalah candi budha (kelompok sewu kalasan mendut dll).'",0,0,25, setahu saya prambanan adalah candi hindu kelompok candi dieng candi ungaran gedong songo dll borobudur adalah candi budha kelompok sewu kalasan mendut dll 
USER USER USER USER Waduh wanginya kek mbak kunti dong',0,0,173, waduh wanginya kek mbak kunti dong 
"Buat kalian yg pengen tau budaya Baduy, gue rencana Sabtu-minggu 14-15 April 2018 ke sana... palingan habis Rp300.000 an lah... kalo mau, kontak gue aja, kita jalan bareng. tp bkn #MaleTrip yaa; ;",0,0,131,buat kalian yg pengen tau budaya baduy gue rencana sabtu minggu 14 15 april 2018 ke sana palingan habis rp300 000 an lah kalo mau kontak gue aja kita jalan bareng tp bkn maletrip yaa 
Sang maestro dan sang Capres/ cawapres RI 1 nih yg Pintar dan pro wong cillik dan tdk otoriter,0,0,120,sang maestro dan sang capres cawapres ri 1 nih yg pintar dan pro wong cillik dan tdk otoriter
banyak lagi yg dihadapai Bung karno sampai beliau jatuh dari jabatanya demi kedaulatan Indonesia. itu dikarenakan Dia yang keras menolak modal asing. #Freeport51',0,0,246,banyak lagi yg dihadapai bung karno sampai beliau jatuh dari jabatanya demi kedaulatan indonesia itu dikarenakan dia yang keras menolak modal asing freepo 51 
"untung2an dan jangan sampai kami ngaku Komunis, ngaku Atheis,...'",0,0,249,untung2an dan jangan sampai kami ngaku komunis ngaku atheis 
USER Menurut saya ente bule di rezim Jokowi ini cuma ada dua pilihan beri saham 51.38% atau 2021 angkat kaki dari bumi NKRI ..',0,0,33, menurut saya ente bule di rezim jokowi ini cuma ada dua pilihan beri saham 51 38 atau 2021 angkat kaki dari bumi nkri 
"USER USER PALESTINA BELUM ADA Fakta : 29 November 1947 PBB menyetujui mengakhiri Mandat Britania Raya untuk Palestina. Dengan Resolusi PBB 181 yang didukung 33 negara, 13 negara menolak, dan 10 lainnya netral, wilayah tanah Palestin",0,0,142, palestina belum ada fakta 29 november 1947 pbb menyetujui mengakhiri mandat britania raya untuk palestina dengan resolusi pbb 181 yang didukung 33 negara 13 negara menolak dan 10 lainnya netral wilayah tanah palestin
USER USER USER USER inherit agama bro.. nasib terberanak dlm islam.. ð???ð???.; ; kalau tak ntah. kahkahkah,0,0,30, inherit agama bro nasib terberanak dlm islam kalau tak ntah kahkahkah
"USER USER USER USER USER USER USER USER Yang ku khawatirkan...\n\nKlo sampai TKA ini angkat senjata, atau ""menguasai"" desa (cuma tempat singgahan/markas (mungkin)...\n\nWilayah Indonesia Timur langs",0,0,92, yang ku khawatirkan n nklo sampai tka ini angkat senjata atau menguasai desa cuma tempat singgahan markas mungkin n nwilayah indonesia timur langs
USER Ternyata dgn d takut2inya oleh tim komunis akn d KPK kan akhirnya TGB nyerah k pngkuan zionis PKIP..',0,0,191, ternyata dgn d takut2inya oleh tim komunis akn d kpk kan akhirnya tgb nyerah k pngkuan zionis pkip 
"USER USER USER USER Sama bli senang punya saudara bli, kebetulan saya senang mempelajari Hindu Bali, untuk menambah wawasan.\nDan karya karya Gde Prama juga menarik untuk dibaca perluasan wawasan.'",0,0,117, sama bli senang punya saudara bli kebetulan saya senang mempelajari hindu bali untuk menambah wawasan ndan karya karya gde prama juga menarik untuk dibaca perluasan wawasan 
Adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open BO. \xe2\x98\xba',0,0,28,adaloh orang yang suka nyinyirin pecun di timeline tapi ngelike postingan akun open bo xe2 x98 xba 
USER Lele jamban? Yg kuning kuning dong? :(',0,0,228, lele jamban yg kuning kuning dong 
"Malam ini Kepala #BPIP menjadi Pembicara bersama Menteri Agama, Rektor UIN Sumut dan Habib Jindan bin Novel dlm Mengaji Indonesia ""Kita Indonesia, Kita Berbudaya"", UIN Sumut, (Medan, 11/4/18)",0,0,49,malam ini kepala bpip menjadi pembicara bersama menteri agama rektor uin sumut dan habib jindan bin novel dlm mengaji indonesia kita indonesia kita berbudaya uin sumut medan 11 4 18 
Bupati Jember Harapkan JFC 2018 jadi Semangat Geliat Ekonomi Kerakyatan.; ; Baca Selengkapnya Di:;,0,0,115,bupati jember harapkan jfc 2018 jadi semangat geliat ekonomi kerakyatan baca selengkapnya di 
Mowaa mengatakan bahwa seluruh warga Nias akan memenangkan Djarot-Sihar di Pilkada Sumut 27 Juni nanti.; #NiasPilihDjoss,0,0,112,mowaa mengatakan bahwa seluruh warga nias akan memenangkan djarot sihar di pilkada sumut 27 juni nanti niaspilihdjoss
"USER USER Terimakasih jokowi, semoga tahun depan Presiden baru bisa juga ada kebijakan yang lebih baik. Aaminn'",0,0,69, terimakasih jokowi semoga tahun depan presiden baru bisa juga ada kebijakan yang lebih baik aaminn 
"Hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan, terlalu sensi tanpa basa basi, urung ada sepatah kata silaturahmi maupun klarifikasi, perorangan, berjamaah nti selanjutnya viral dan jauh dari budaya toleransi ketimuran, eksistensi sesaat",0,0,183,hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan terlalu sensi tanpa basa basi urung ada sepatah kata silaturahmi maupun klarifikasi perorangan berjamaah nti selanjutnya viral dan jauh dari budaya toleransi ketimuran eksistensi sesaat
USER USER USER Jika dulu tanpa Soeharto mungkin komunis sudah menguasai negeri ini. Agama tdk seperti skrng.,0,0,108, jika dulu tanpa soeha o mungkin komunis sudah menguasai negeri ini agama tdk sepe i skrng 
UU Antiterorisme sudah disahkan DPR. Kini aparat keamanan sudah memiliki payung hukum utk bertindak tegas dalam memerangi teroris.',0,0,45,uu antiterorisme sudah disahkan dpr kini aparat keamanan sudah memiliki payung hukum utk be indak tegas dalam memerangi teroris 
USER USER USER Fungsi GST utk mengurangkan beban kebergantungan kpd hasil petroleum negara..lagipun idea pelaksanaan GST datangnya dari Bank Negara bukan parti BN sendiri #GelombangBiru;,0,0,85, fungsi gst utk mengurangkan beban kebergantungan kpd hasil petroleum negara lagipun idea pelaksanaan gst datangnya dari bank negara bukan pa i bn sendiri gelombangbiru 
Sikap ketakutan rezim di tunjukan melalui presidential threshold.\n\n#jumatberkah.',0,0,94,sikap ketakutan rezim di tunjukan melalui presidential threshold n n jumatberkah 
USER USER cermati deh.. dari pedea mules ke toilet.. ke toilet ngapain klo ga eek? eek darimna???',0,0,99, cermati deh dari pedea mules ke toilet ke toilet ngapain klo ga eek eek darimna 
#Kertayu; #Muba; #Sedekah_Bumi; #Lempar_Lemang; #Info_Budaya; Warga Desa Kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang. Tradisi budaya yang rutin dilaksanakan setiap...,0,0,246, ke ayu muba sedekah bumi lempar lemang info budaya warga desa ke ayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang tradisi budaya yang rutin dilaksanakan setiap 
Ini baru Presiden .; ; Keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi .; ; Presiden memerintahkan MENHUB harus menyediakan kapal peri yg bagus thn ini Dn pembangunan pelabuhan nya ..;,0,0,141,ini baru presiden keluhan bupati dn masyarakat pulau samosir masalah kekurangan kapal peri dn pelabuhan langsung di jawab dn di sanggupi presiden memerintahkan menhub harus menyediakan kapal peri yg bagus thn ini dn pembangunan pelabuhan nya 
"Dia digendong namun tetap tdk sombong. Dipanggul namun tetap tidak merasa unggul. Dan dihormati namun tetap rendah hati. Dialah USER; ; Kalian tahu siapa mereka yg memanggul Presiden kita? Mereka adlh pasukan elit TNI penjaga kedaulatan NKRI, bukan juru",0,0,88,dia digendong namun tetap tdk sombong dipanggul namun tetap tidak merasa unggul dan dihormati namun tetap rendah hati dialah kalian tahu siapa mereka yg memanggul presiden kita mereka adlh pasukan elit tni penjaga kedaulatan nkri bukan juru
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ooo PKS dan FPI isl,0,0,68, ooo pks dan fpi isl
"USER #2019 memang pemilihan presiden,pasti yang banyak prestasinya banyak pengalamanya dan hasilkerjanya terbukti itu yg akan menjadi president.'",0,0,81, 2019 memang pemilihan presiden pasti yang banyak prestasinya banyak pengalamanya dan hasilkerjanya terbukti itu yg akan menjadi president 
USER USER Ya Allah aku berlindung kepada-Mua dari godaan setan yg terkutuk!',0,0,28, ya allah aku berlindung kepada mua dari godaan setan yg terkutuk 
"Survey LKPI Pilkada Tapanuli Utara, Petahana Sulit Dikalahkan - Warta Ekonomi",0,0,207,survey lkpi pilkada tapanuli utara petahana sulit dikalahkan wa a ekonomi
ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk,0,0,62,ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk
"Dina islam mh nikah teh teu ribet ngan diperasulit ku jelemana..tong gengsi tong hayang kapuji jelema, lamun sederhana lewih loba berkahna ð???",0,0,60,dina islam mh nikah teh teu ribet ngan diperasulit ku jelemana tong gengsi tong hayang kapuji jelema lamun sederhana lewih loba berkahna 
Pendapat Profesor - Pemenang Debat Pilkada Jatim,0,0,43,pendapat profesor pemenang debat pilkada jatim
"Wow..gerakan #2019GantiPresiden MENDUNIA...spanduk beredar d Turki ,Jepang,Jerman,Inggris..",0,0,46,wow gerakan 2019gantipresiden mendunia spanduk beredar d turki jepang jerman inggris 
"USER USER USER Jangan biasa main framing urusan data ekonomi, saya paham owq",0,0,30, jangan biasa main framing urusan data ekonomi saya paham owq
USER Namanya sesuai.\nOrg yahudi sebut Aaron. Arab sebut Harun. Yahudi sebut Yochanan. Arab sebut Yahya.',0,0,82, namanya sesuai norg yahudi sebut aaron arab sebut harun yahudi sebut yochanan arab sebut yahya 
"Mari ingatkan sekaligus dukung pemerintah, utk tetap kelola ekonomi &amp; kesejahteraan rakyat, meskipun kita berada di tahun politik *SBY*",0,0,63,mari ingatkan sekaligus dukung pemerintah utk tetap kelola ekonomi amp kesejahteraan rakyat meskipun kita berada di tahun politik sby 
"USER Iya emang, abisnya tiap mau aktif begitu liat timeline asing moodnya tiba tiba ilang :('",0,0,146, iya emang abisnya tiap mau aktif begitu liat timeline asing moodnya tiba tiba ilang 
"Kunjungan Presiden Joko Widodo pada #PadaKaryaTunai di Pelabuhan Ratu, Sukabumi. ; ; Desa Citarik telah berhasil merubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem",0,0,29,kunjungan presiden joko widodo pada padakaryatunai di pelabuhan ratu sukabumi desa citarik telah berhasil merubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem
"Islam saya ya Islam saja. Ga perlu Islam saya ditambah embel2 Islam Nusantara. \nNanti ada temen saya harus pake embel2 Katolik Nusantara, Protestan Nusantara, Hindu Nusantara, Budha Nusantara. \nTapi kalo ada yang mau pake embel2nya ya silahkan saja. Sa",0,0,89,islam saya ya islam saja ga perlu islam saya ditambah embel2 islam nusantara nnanti ada temen saya harus pake embel2 katolik nusantara protestan nusantara hindu nusantara budha nusantara ntapi kalo ada yang mau pake embel2nya ya silahkan saja sa
Pemkot Cirebon optimis mampu merekam 19.000 calon pemilih pemula yang masih berstatus pelajar SMA,0,0,98,pemkot cirebon optimis mampu merekam 19 000 calon pemilih pemula yang masih berstatus pelajar sma
USER Knp nun? Ada bom?',0,0,64, knp nun ada bom 
"USER USER USER USER USER USER USER USER USER USER USER USER Hhhhmmm,,, ini akibatnya jk jadi korban gizi buruk, selalu salah dalam pemahamanny,",0,0,26, hhhhmmm ini akibatnya jk jadi korban gizi buruk selalu salah dalam pemahamanny 
"USER USER Kitab suciku yg diturunkan oleh Allah dianggsp fiksi. Pake sok2an harus dilihat dr segi filaafat. Eh tapi kalo misalnya Quranku fiksi, maka tidak bisa dong Quran menjadi dasar hukum di dalam Hukum Islam. Jadi harus pk apa? Ada",0,0,116, kitab suciku yg diturunkan oleh allah dianggsp fiksi pake sok2an harus dilihat dr segi filaafat eh tapi kalo misalnya quranku fiksi maka tidak bisa dong quran menjadi dasar hukum di dalam hukum islam jadi harus pk apa ada
Mengenal Walpri Perempuan dalam Pilkada Bondowoso; USER,0,0,37,mengenal walpri perempuan dalam pilkada bondowoso 
