,Tweet,HS,Abusive,Neutral
1053,oooohhh oke pasal pusat aman elok malaysia nasihat tekan arab saudi bom yaman nak bds arab saudi malaysia orang bangga makan mc donalds produk,0,0,1
1054,fubu an ajar calon nernya langsung hajar pakai analisa swot ajar kuat lemah oppo unity kayak amp threat bahaya logika gara gara disyerpik ketemu langsung sikat psiko mampus l,1,1,0
1055,dukung rezim warrrbisah,0,0,1
1056,hati hati orang orang kader gus dur pribumi antek cina pasang rezim keprek,1,0,0
1057,2019 ganti presiden anggur tingkat,1,0,0
1058,kecoak bicara juntrung tinggal mutu bicara orang dungu kayak,1,1,0
1059,presiden jokowi bikin pegawai negeri sipil bahagia bijak,0,0,1
1060,indonesia milik islam kristen buddha hindu cam,0,0,1
1061,tindak curang pasang calon kotor pilih kepala daerah sumatra utara,0,0,1
1062,bodoh bangsa uji semester,1,1,0
1063,hamil haha gembrot lucu banget,0,1,0
1064,profesor bilang,0,1,0
1065,harap rezim mustahil pesan bahan citra pilih presiden 2019 ganti presiden,0,0,1
1066,solo rank comeback sakit tau tank takut war hilda cacat emosi bangkai,0,1,0
1067,jijik manusia homo,1,1,0
1068,tuli tuli bom orang rusia lullaby,0,0,1
1069,coincidentally doa makan sama mas mas katolik meja he made sign of the cross mbak mbak kristen meja samping i think she folded her hands adem banget,0,0,1
1070,udik pecah balon wkwk,0,1,0
1071,dasar celeng,1,1,0
1072,bank perintah gulung tikar kmdn jual asing asing,0,0,1
1073,mega rona utus malaysia 11april politik beli utus malaysia langgan islam muslim alquran keluarga wanita sehat hibur a is budaya sains teknologi alam alumni kampus universitas wira tentera polis,0,0,1
1074,innalillahi ilaihi rojiun keluarga nahdlatul ulama duka cita dalam wafat kiai kholilurrahman ra lilur cicit syaikhona kholil bangkal moga allah rahmat tempat ra lilur sisi amin,0,0,1
1075,pegang rusia takut tuduh antek komunis pegan kroasia takut tuduh antek kafir semenjak tukang tuduh hpup sulit,0,0,1
1076,maling teriak maling kafir teriak kafir orang orang kayak lahir campur tai,1,1,0
1077,anak kampang muncul twitter,1,1,0
1078,bapak kakak cocot sitohang,1,1,0
1079,laki laki berengsek laki laki berengsek dunia,0,1,0
1080,puisi karya lahir orde suara suara orang orang te indas gera reformasi orde,0,0,1
1081,kayak kontol,1,1,0
1082,unik jokowi,1,0,0
1083,lebih orang tau tun chedet turn tau nak pm,0,0,1
1084,nabi adam fiksi nabi ibrahim fiksi nabi musa fiksi nabi nuh fiksi nabi fiksi ulama dungu ingat nuzul alquran ikut logika,1,1,0
1085,teriak allah hu barbar rusak telinga fahri diskusi buang islam dewan wakil rakyat,1,1,0
1086,kkkkkkkkkkkkkk cebong iq ratus sp i junjung dungu plonga plongo 2019 ganti presiden,1,1,0
1087,isu manusia rohingya bukti ketidakcermatan tim kelola isu,1,0,0
1088,selamat siang masyarakat banten sambut pilih kepala daerah serentak 2018 banten penuh bahagia a aman kondusif,0,0,1
1089,sesal bangsat sakit tunggu sehat lihat laku bangsat,1,1,0
1090,kafir samar makan babi mulut junjung tolak,1,1,0
1091,eh serius muntah benar tai hyung,1,1,0
1092,sinting rusak,1,1,0
1093,aki amien rais bilang prabowo karno karno satu suku agama ras pulau negara satu republik indonesia prabowo pecah belah dasar mabuk aki,1,0,0
1094,hmmmm som cium bau bau bangkai,0,0,1
1095,dewan wakil rakyat revisi undang undang terorisme revisi undang undang kalimat kalimat ambigu tuju bagus salah paham salah paham rusak harmonisasi kewarganegaraan pecah,0,0,1
1096,iklan promo cashback aplikasinyya guna kode hasil cashback masuk masuk bilang salah sistem promo bodoh oi salah sistem urus cashback 20 janji oleh,0,1,0
1097,salah ajar kacamata acara televisi salah lanjut laku positif banget dasar tolol kembang,1,1,0
1098,ulama nu ajar hormat beda agama suku bahasa budaya,0,0,1
1099,rezim jokowi baca rezim susilo bambang yudhoyono jilid 3 raih dukung republiken isu islam radikal terorisme islam ancam isis islam nusantara lgbt goreng republiken as presiden ri tang,1,0,0
1100,silaturahmi pimpin dewan makmur masjid masjid al tsar h toniman beliau doa hasanah menang pilih kepala daerah jabar sukses program program hasanah pro rakyat bravo hasanah jawa barat hasanah 2 hasanah jawa barat,0,0,1
1101,anti bineka cebong tuduh umat islam,1,1,0
1102,begitu main persija kayak bakar kumis nsupo er bawa asa laku main,0,0,1
1103,dalih 4 pilar majelis musyawarat rakyat dungu biadab bangsa dakwah islam seru sembah nyembah allah subhanahu wa taala benci kafir pecah bangsa,1,1,0
1104,kno bilang bencong hati makan duit perintah sah ganti dasar pancasila negara khilafah bencong nama,1,1,0
1105,selamat sore twit 18 4 presiden jokowi pimpin rapat batas ratas bahas kembang siap asi games xviii 2018 istana presiden bogor jawa barat butir arah simak,0,0,1
1106,perintah tetap daftar proyek strategis nasional realisasi si,0,0,1
1107,perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur salam 2 jari gus ipul puti santun,0,0,1
1108,mari ngewe,0,1,0
1109,aaaamiiiiiiinnnn mudah mudah geblek riya posting gaji 13 14 lini,0,1,0
1110,dengar laut banda te utup teliti asing regulasi teliti laut banda leader teliti indonesia kapal riset indonesia menye teliti asing,0,0,1
1111,oke point cebong dungu intelligence quotient kolam eyel ujung ujung kolam pokok ganti,1,1,0
1112,pikir arah riskan hantam posisi tengah imbang condong habis hitam hitam 2019 ganti presiden,1,0,0
1113,september perang partai komunis indonesia desember perang topi santa prabowo menteri peran wanita,1,0,0
1114,bajing terima kasih,0,1,0
1115,alay hyung hidup nista alay,0,1,0
1116,gerombol partai adil sejahtera booking pecun hotel travel fashion hotel area gunung sahari plus markas alexis tumbal citra sisa aman wan abud,0,1,0
1117,tahu ajak 4 orang kawan adik adik darah mara jiran 1 taman beli kerja seks komersial jemaah kerja seks komersial shj promosi tamat,0,0,1
1118,panitia awas milu sukamara terima lapor langgar pilih kepala daerah,0,0,1
1119,bijak indonesia be entangan penting cina,1,0,0
1120,lupa ayah mati bom bunuh susilo bambang yudhoyono linglung,0,0,1
1121,dewan wakil rakyat majelis musyawarat rakyat ambil tindak pecat hormat setya novanto sudi wakil manusia hina tanda rakyat indonesia,1,1,0
1122,iya huhu orang udik langsung peru kompilasi bilang waaah,1,1,0
1123,dongok super er promosi film wkwk politik wkwk persib politik,1,1,0
1124,cewek manusia homo,1,1,0
1125,usir buddha myanmar kacau sepe i myanmar,1,0,0
1126,sulit tutup bocor kapal mana ganti kapal,0,0,1
1127,heran deh cape lari lari pikir,0,0,1
1128,norak kampung nagita slavina ibunda ayu ting ting doa,0,1,0
1129,orang indonesia suruh te ib susah banget salah contoh te ib kereta listrik,0,0,1
1130,ini rezim anti islam nge,1,0,0
1131,provokasi lengser jokowi lengser jusuf kalla biar adil biar ramai tamak,1,0,0
1132,tante kunti juta lumayan lebaran,0,0,1
1133,gila bikin webtoon matahari 1 2 lingkar nikah arka sinting menang,0,1,0
1134,tonton perhati praktikan mantap need kuat bottom like that anjing parah gay video gay video gvid gay bandung,0,1,0
1135,rezim sensasional tindak peristiwa nalar dominan doa moga deklarasi islam cebong nusantara,1,1,0
1136,tentara saudi suriah isis banci lari libya,1,1,0
1137,bayar a is menang te awa sakit multi talenta na is film komunis,0,0,1
1138,ahok bebas ulama komando revolusi lengser jokowi sumber,1,0,0
1139,rindu bajing,0,1,0
1140,selamat derita orang ih,1,0,0
1141,rindu pimpin pimpin sepe i,0,0,1
1142,fabi ayyi ala i rabikuma tukazziban alhamdulillah nikmat tuhan dusta terima kasih jokowi 2019 jokowi,0,0,1
1143,buddha bantai muslim rohingya,1,0,0
1144,presiden trump as korea utara adakan bicara langsung tingkat presiden amerika donald trump berita dunia voa,0,0,1
1145,bijak kembali barang konsumen barang rusak cacat produksi konsumen puas produk hitung 7 tanggal beli haus mini quiz hazid,0,0,1
1146,dusta pimpin agama kristen teh,1,0,0
1147,goblok twit apes omong prabowo arah kesitu,1,1,0
1148,haha bom,0,0,1
1149,kakak kredit pinjam negara,1,0,0
1150,mbappe nama nita apriani domisili palembang kuis minggu sehat nomor identitas youtube nita apriani,0,0,1
1151,paham perintah pusat kes surat pemberitahuan tahun biar anjing program program bego progresif tau biar masyarakat nilai program program hancur hancur nama anjing pose elang ngepet,1,1,0
1152,tulis pagi budaya rugi sehat moga guna,0,0,1
1153,pimpin dorong kuat ump layak amp program badan selenggara jamin sosial era penuh ubah kalang buruh migran lokal jokowi cak imin jokowi maju ekonomi umat join 2019 join jombang,0,0,1
1154,iya gara gara bupati samosir bilang jokowi presiden pe samosir hater ramai ramai ban bilang hoaks foto soekarno tepi danau toba tau danau toba keliling 7 kabupaten hater orang sumatra utara,0,0,1
1155,galak kasar omong jaga pacar terima sayang kakak,0,0,1
1156,anak anak pikul bom turut delusi orang tua,0,0,1
1157,kaum cebong dungu saham ambil putus mayoritas untung memang gaji kerja alat freepo,1,1,0
1158,pakai jilbab komunis megawati sri mulyani puan maharani mentwit pintar tong,1,0,0
1159,cerita bangsat suka sad mewek benar baca gembel banget wkwk,0,1,0
1160,bacot,1,1,0
1161,bodoh te arik titik,0,1,0
1162,karno anti asing indonesia pbb gera non blok beliau mayoritas jawa puja jadi presiden umur hidup mentah min,0,0,1
1163,kondisi mencret minum susu kental manis sebab kadar gula dalam kondisi faktor sepe i intoleransi individu susu sapi,0,0,1
1164,jokowi staf ahli khusus mempe ahankan aset nasional diktator jomlo lokal,1,0,0
1165,orang tolol idiot bahaya dengar x9chutang jadi bahan bully perintah kritik presiden hutang sebab cashflow negara negatif,0,1,0
1166,ayah tsundere dingin jarang omong canggung orang asing kadang receh pelit wkwk langsung beli beda mama tabung madrid jam 2 siang,0,0,1
1167,masif cina antek komunis,1,0,0
1168,asli bego kelar kelar ai kualitas kayak ai allah wkwk bego bani micin setia dukung bos calon presiden dumb ception,1,1,0
1169,100 orang indonesia waras sehat jasmani rohani percaya presiden jokowi muslim pengaruh dunia kecuali kader anggota gerindra percaya 2019 jokowi,0,0,1
1170,miiinn lembar be ambah aduh maaf min celeng nge i haha terima kasih min re the best,0,0,1
1171,rakyat dengar sesuai atur kabar media duga korupsi berita tenaga kerja asing penuh lini berita televisi,0,0,1
1172,proses buang islam main paksa sadar,1,0,0
1173,ahok tamat penjara ahok penjara ahok,1,0,0
1174,isu partai komunis indonesia hembus grup grup dukung prabowo,1,0,0
1175,tolong ajak buzzer pintar anggar jago hina orang suka pakai lapor polisi aduh,1,0,0
1176,haji tipu ibrahim kubur kabah biar rakyat tipu lukman,1,0,0
1177,sinting kah km bos bubar komisi berantas korupsi km orang orang,1,0,0
1178,sampean sarap impor pesawat bagi papa impor garam bayang indonesia isi garam garam impor dasar otak ampu kaki,1,1,0
1179,marked as to read catat hari menantu sinting by ros l simamora,0,0,1
1180,waspada antek komunis pintar kamuflase,1,0,0
1181,jokowi pilih lantik presiden ri oktober 2014,0,0,1
1182,jabat perintah gubernur tingkat menteri dewan wakil rakyat layak potong gaji bayar pajak bayar zakat mal sisa fakir miskin tutup utang tawar,0,0,1
1183,apa muara tanggung presiden solusi solusi baik turun jokowi,1,0,0
1184,presiden sistem izin usaha integrasi online online single submission terap menteri tingkat provinsi tingkat kabupaten tingkat kota mus elshinta akurat,0,0,1
1185,leceh gera salat legal mas jabat kenal olahraga aneh rejim mana,0,0,1
1186,captain tai ganteng garam sepe inya wkwk,0,0,1
1187,foto memek,0,1,0
1188,tokoh agama politik praktis jabat jabat publik identitas agama lingkung agama buddha aku biksu makan daging iya minum minum keras iya keluarga,1,0,0
1189,milik kampret bodoh pasti otak kampret,1,1,0
1190,ayo dukung penuh 1 000 2019 ganti presiden,1,0,0
1191,takar liberal sekuler syiah komunis intoleran ekstremis,0,0,1
1192,nama alana milik masalah rumit sadar titik rendah titik rendah kelabu bisu novel alana wattpad shinta,0,0,1
1193,dower rapper onta milik hati,0,0,1
1194,mimpi sentil biji babi ahok cetar cetar langsung kejang kejang adu jokowi jokowi sunat bicara al maidah,1,1,0
1195,edan 3 14 t,0,1,0
1196,paham paham betapa tinggi ilmu ulama paham tg ahmad ridauddin,0,0,1
1197,wkwk mampus,1,1,0
1198,asing rebut kaya indonesia,0,0,1
1199,monyet komunis piara cina loleng,1,1,0
1200,antek partai komunis indonesia simpatisan proxy cina komunis benci tentara nasional indonesia panglima wajar merek,1,0,0
1201,ganti rezim biar ulama ulama turun turun jalan demo demo suara adil salut moga demokrat ai islam rapat,0,0,1
1202,anjir,0,1,0
1203,taplak meja warna merah putih taruh asbak rokok,0,0,1
1204,hindu kenal sidang hindu percaya hukum karma mana tuhan programmer agung buat hasil padan hasil bakar neraka bentuk k,0,0,1
1205,banci thailand cegah oppa,0,1,0
1206,promosi bani kampret,1,1,0
1207,sulit monyet apel manis pisang,0,0,1
1208,daftar lengkap 14 proyek coret jokowi play station network,0,0,1
1209,senang,0,0,1
1210,iya kayak orang idiot obrol hyung,0,1,0
1211,gerombol hina presiden mesti proses,1,0,0
1212,suka video,0,0,1
1213,cont kelamin wanita dengar penuh lokasi ubah wujud jiwa peran hati kutuk buru orang orang asing kejar tim be ugas co,0,0,1
1214,pers kritisi nyata menteri agama bangsa bohong,0,0,1
1215,lihat kampret wkwk,0,1,0
1216,sembak camp jual susu sapi murni susu sapi orang kambing orang kuda orang onta orang zebra murni tutup hidung pas minum he,0,0,1
1217,pawang monyet pawang monyet,0,1,0
1218,bau bau korban cowok pintar cakap bikin bawa asa onta,0,1,0
1219,lengser jokowi frop parah frop,1,0,0
1220,buta om,1,1,0
1221,sesal unfollow anjir fers hilang audit turun,0,1,0
1222,baca judul monyet biar domba idiot,1,1,0
1223,pilih kepala daerah ntt,0,0,1
1224,bebas adil ustaz alfian tanjung langsung tangkap mana adil,1,0,0
1225,kakak ab bin al asyraf salah tokoh yahudi benci dakwah nabi hafal al qur an,0,0,1
1226,segregasi zaman zaman nabi muhammad ubah sikap manusia amal budaya diskriminasi malaysia actually aman gaduh teruk sa,0,0,1
1227,fitnah makan akun sampah,1,1,0
1228,anak monyet bawa bawa agama bicara politik tau wawas wkwk dangkal media sosial bicara sektarianisme pecah belah umat agam suku ras agama bicara kecebong makar orang panglima gatot kait,1,1,0
1229,hehe muhammadiyah mas kiai dahlan tuduh kiai kafir,0,0,1
1230,festival budaya iniii nabuuunggg,0,0,1
1231,al qur an jadi alat bukti kepala polisi republik indonesia bom surabaya,0,0,1
1232,moga allah menghancurleburkan kafir buddha teroris zalim kaum muslim rohingya,1,0,0
1233,lo oppa oppa korea bilang oppa korea banci banci militer 2 htt,0,1,0
1234,percaya kayak bukti kisah kisah profesor yahudi masuk islam takjub teliti bla bla bla suka seliwer grup wa,0,0,1
1235,1 riah acara temu masyarakat indonesia gubernur konsulat jenderal republik indonesia istanbul ajar gubernur pesan bangun jaring indonesia,0,0,1
1236,zaman susilo bambang yudhoyono antek antek partai komunis indonesia rajalela ganas sepe i,1,0,0
1237,csis bohong harp menang 2019 cih,1,0,0
1238,sampah ambil kursi cafe manjaaaaa ketulungan,0,0,1
1239,twit be right back alhamdulillah ingat be right back sendawa kenyang haha sori noob be right back ececeh ikut wajib,0,0,1
1240,mundur gatot amp saing sehat jokowi,1,0,0
1241,teriak 2019 ganti presiden 1 presiden militer 2 opsi calon presiden sipil alam 2 mantan presiden militer hasil 1 krisis moneter 1998 2 mega proyek mangkrak salah,0,0,1
1242,pe kakak es lagiiiii lo ai kampret sejati,1,1,0
1243,nama cari nafkah bangsat,1,1,0
1244,tuju pakai banget sekretariat jenderal pcn ai cocot nusantara,1,1,0
1245,makan murah allah lis yahudi makan 6 ringgit sobsssss sukanyaaaa,0,0,1
1246,tradisi semut yahudi nama bar banget mitzvah umur 12 13 iya hitung dewasa ukur haid gadis 10 iya haid matang kawin tradisi hijaz kawin usia,0,0,1
1247,keparat orang mantan,1,1,0
1248,warga negara indonesia turun arab juang negara satu republik indonesia raden saleh pahlawan nasional habib abu bakar aktif gera islam ar baswedan kakek anies baswedan anggota badan selidik usaha siap merdeka ri mar ie muhammad eks,0,0,1
1249,sekretariat jenderal pbb saracen,1,0,0
1250,suka video ahok bebas anies puruk amp ancam gagal gubernur sandi resmi,1,0,0
1251,kampret rusak nusantara jaman majapahit wadah hati rekan ide khilafah,1,1,0
1252,bejat pokok,0,1,0
1253,jiaaahh pikir warna pikir kayak banget idiot,0,1,0
1254,kh ruf bicara belaga budek belaga pilon sundul ganti presiden,1,1,0
1255,3 tsrm hakim sebab mahkamah sekutu putus tukar agama anak guru tadi indira gandhi muhammad ridwan abdullah 10 hindu islam batal sah sisi undang uji nasional,0,0,1
1256,rakyat suruh pilih spa bubar dewan wakil rakyat bubar sesuai konstitusi,1,0,0
1257,sipit mata tau,0,0,1
1258,nyamuk keparat,0,1,0
1259,balas balas mulu dasar onta cebong,1,1,0
1260,budaya demokrasi amerika serikat maju indonesia rakyat beda privat publik paham guna pesawat presiden lekat lembaga presiden selamat amp aman presiden,0,0,1
1261,orang saksi anjing babi tolol,1,1,0
1262,tokoh bilang umat muslim negeri te ekan muslim umat agama te ekan bikin egois hak banding anut agama,0,0,1
1263,nyanyi nyanyi lingsir malam iya the kunti,0,0,1
1264,anjing goblok setan bangsat,1,1,0
1265,ganti casing akuisisi patungan bank asing ngilu banget dengar,0,0,1
